close_aapl,close_msi,close_sbux,macd_aapl,macd_msi,macd_sbux,rsi_10_aapl,rsi_10_msi,rsi_10_sbux,wr_10_aapl,wr_10_msi,wr_10_sbux
14.099666595458984,50.3544921875,24.812524795532227,0.0,0.0,0.0,,,,581.217251108424,1263.6427049443873,1359.0835003710665
13.748432159423828,50.20052719116211,24.476518630981445,-0.007880259782838905,-0.0034543428665543274,-0.007538599845691607,0.0,0.0,0.0,426.33808475567935,1285.6376804486079,684.6193793255992
14.230834007263184,51.25261688232422,24.616683959960938,0.00491823734496144,0.028223719915722256,-0.00525915405163957,60.41253484109784,88.3620254648875,31.670707730657412,345.41542296420397,547.3696232159803,661.0621539921334
14.215604782104492,50.79927444458008,24.550979614257812,0.010068865851524222,0.025572076110151443,-0.006465759281603312,59.15889312925616,62.093193611217096,27.18617798468047,279.44087498160775,575.3537427620781,579.5692147789406
14.638289451599121,51.33816146850586,24.467756271362305,0.029475261145545772,0.0450364108475938,-0.010296938353452134,75.09604872281953,72.7807795933245,22.668715065923266,214.74236036075558,542.0890897231517,418.69224148049614
14.849627494812012,51.5776481628418,24.691146850585938,0.04962403808780813,0.06613117217520426,-0.0028541363694287725,79.53301271820867,76.10715623048544,48.293836967263395,171.20463285172394,449.61380997794026,395.7803513439493
15.004384994506836,52.09086227416992,24.590402603149414,0.06870166376835307,0.10176982577195304,-0.0025957176206823362,82.12428256149359,81.49254568719768,41.41681644675433,150.94831247702987,352.3281659723119,406.1131108415823
14.628279685974121,52.030975341796875,24.642961502075195,0.06250166952289682,0.12118210248973327,0.00011898694506129459,61.20090418152059,79.17862640781439,45.883847889550196,175.47309906863333,352.6961401542865,400.7224461050902
14.600456237792969,52.01388168334961,24.454608917236328,0.05587687798172958,0.13193282308796483,-0.007347798971093056,59.94552204172177,78.47197480706338,35.19728544635181,177.2873891448553,323.65913461664945,420.04069016784695
14.587326049804688,52.27903366088867,24.331968307495117,0.04968815608333266,0.15129742745220653,-0.01885477179363093,59.30763148817247,81.34196622313655,30.12178262489462,178.14357237602664,314.5159677881871,432.61923392933994
14.386302947998047,52.544185638427734,23.801969528198242,0.03380963122031666,0.17729489884640515,-0.055141458130304244,50.21737835953561,83.74915352034294,17.79808156721552,191.25173267034273,278.8531857859647,358.50617109661994
14.380988121032715,53.057395935058594,23.850149154663086,0.021416370483827052,0.22213401483271156,-0.07834829658082043,49.992281722873535,87.27879274726759,21.060220428599834,192.58501538915434,267.63695441891724,340.2927597655485
