Close_AAPL,Close_MSI,Close_SBUX
27.332500457763672,66.51000213623047,40.720001220703125
26.5625,65.05999755859375,39.939998626708984
26.565000534057617,64.51000213623047,39.6150016784668
26.9375,64.43000030517578,40.59000015258789
27.97249984741211,65.43000030517578,41.244998931884766
28.002500534057617,65.11000061035156,39.89500045776367
27.3125,64.3499984741211,40.1150016784668
27.55500030517578,64.11000061035156,40.435001373291016
27.450000762939453,63.7599983215332,40.209999084472656
26.704999923706055,63.40999984741211,39.790000915527344
26.497499465942383,64.05000305175781,40.30500030517578
27.18000030517578,64.0199966430664,40.61000061035156
27.387500762939453,64.30999755859375,40.64500045776367
28.100000381469727,65.36000061035156,41.369998931884766
28.2450008392334,65.4800033569336,44.11000061035156
28.274999618530273,65.70999908447266,44.060001373291016
27.28499984741211,64.94000244140625,44.16999816894531
28.827499389648438,63.84000015258789,43.78499984741211
29.725000381469727,63.83000183105469,44.525001525878906
29.290000915527344,62.40999984741211,43.76499938964844
29.657499313354492,62.810001373291016,43.994998931884766
29.662500381469727,64.01000213623047,44.244998931884766
29.889999389648438,63.939998626708984,44.349998474121094
29.985000610351562,64.0,44.81999969482422
29.732500076293945,64.66000366210938,44.5
29.93000030517578,67.77999877929688,44.40999984741211
30.5049991607666,68.22000122070312,45.59000015258789
31.219999313354492,68.56999969482422,45.39500045776367
31.614999771118164,70.0,45.915000915527344
31.770000457763672,69.91000366210938,45.790000915527344
31.957500457763672,69.79000091552734,46.01499938964844
32.18000030517578,69.12000274658203,46.5
32.11249923706055,69.02999877929688,46.584999084472656
32.375,69.83000183105469,46.755001068115234
33.25,68.62999725341797,46.790000915527344
33.04249954223633,68.52999877929688,46.724998474121094
32.1974983215332,68.0199966430664,47.130001068115234
32.60499954223633,68.47000122070312,47.275001525878906
32.1150016784668,67.94000244140625,46.744998931884766
32.272499084472656,68.88999938964844,47.1150016784668
32.34000015258789,68.13999938964844,47.0
32.1349983215332,67.63999938964844,46.529998779296875
31.602500915527344,67.93000030517578,46.814998626708984
31.649999618530273,66.81999969482422,46.11000061035156
31.78499984741211,66.56999969482422,46.52000045776367
31.127500534057617,65.33000183105469,46.09000015258789
30.559999465942383,65.30999755859375,45.709999084472656
31.112499237060547,64.95999908447266,46.689998626708984
30.897499084472656,64.80000305175781,46.64500045776367
31.237499237060547,65.86000061035156,47.025001525878906
31.760000228881836,65.31999969482422,47.19499969482422
32.11750030517578,66.6500015258789,47.91999816894531
31.875,66.33999633789062,48.880001068115234
31.475000381469727,66.83000183105469,48.72999954223633
31.802499771118164,66.5199966430664,48.685001373291016
31.672500610351562,66.2300033569336,48.959999084472656
30.844999313354492,65.3499984741211,47.8849983215332
31.059999465942383,65.41999816894531,47.540000915527344
30.8125,65.37999725341797,47.53499984741211
31.592500686645508,66.38999938964844,47.9900016784668
31.107500076293945,66.66999816894531,47.349998474121094
31.0625,66.66999816894531,46.5099983215332
31.329999923706055,62.5099983215332,47.19499969482422
31.837499618530273,61.47999954223633,47.2599983215332
31.502500534057617,61.9900016784668,47.03499984741211
31.399999618530273,62.41999816894531,47.6150016784668
31.639999389648438,62.31999969482422,47.959999084472656
31.774999618530273,62.529998779296875,48.16999816894531
31.712499618530273,61.970001220703125,48.5
31.575000762939453,61.90999984741211,48.29999923706055
31.69499969482422,61.81999969482422,48.13999938964844
31.542499542236328,61.86000061035156,48.25
31.1875,60.68000030517578,47.619998931884766
31.899999618530273,61.15999984741211,47.970001220703125
31.727500915527344,61.43000030517578,48.369998931884766
32.154998779296875,61.59000015258789,48.34000015258789
