Close_AAPL,Close_MSI,Close_SBUX,Diff_AAPL,Diff_MSI,Diff_SBUX
27.332500457763672,66.51000213623047,40.720001220703125,-0.5149993896484375,-1.029998779296875,-0.3449974060058594
26.5625,65.05999755859375,39.939998626708984,-0.5100002288818359,-1.1800003051757812,-0.13000106811523438
26.565000534057617,64.51000213623047,39.6150016784668,-0.06999969482421875,-0.48999786376953125,-0.5549964904785156
26.9375,64.43000030517578,40.59000015258789,0.13750076293945312,-0.5699996948242188,0.7150001525878906
27.97249984741211,65.43000030517578,41.244998931884766,0.6649990081787109,0.5199966430664062,0.07999801635742188
28.002500534057617,65.11000061035156,39.89500045776367,-0.16499900817871094,-0.55999755859375,-0.5999984741210938
27.3125,64.3499984741211,40.1150016784668,-0.8374996185302734,-0.7600021362304688,-0.029998779296875
27.55500030517578,64.11000061035156,40.435001373291016,-0.30249977111816406,-0.9000015258789062,-0.30500030517578125
27.450000762939453,63.7599983215332,40.209999084472656,0.1900005340576172,0.049999237060546875,0.18499755859375
26.704999923706055,63.40999984741211,39.790000915527344,-0.7950000762939453,-0.5699996948242188,-0.5099983215332031
26.497499465942383,64.05000305175781,40.30500030517578,-0.26000022888183594,0.8900032043457031,0.6749992370605469
27.18000030517578,64.0199966430664,40.61000061035156,0.220001220703125,-0.40000152587890625,0.20999908447265625
27.387500762939453,64.30999755859375,40.64500045776367,0.15000152587890625,0.5499992370605469,0.11999893188476562
28.100000381469727,65.36000061035156,41.369998931884766,0.5349998474121094,0.8000030517578125,0.6899986267089844
28.2450008392334,65.4800033569336,44.11000061035156,0.1700000762939453,0.0800018310546875,0.8600006103515625
28.274999618530273,65.70999908447266,44.060001373291016,-0.15999984741210938,0.3899993896484375,0.015003204345703125
27.28499984741211,64.94000244140625,44.16999816894531,-0.8199996948242188,-0.06999969482421875,0.279998779296875
28.827499389648438,63.84000015258789,43.78499984741211,-0.5799999237060547,-1.6199989318847656,-0.5649986267089844
29.725000381469727,63.83000183105469,44.525001525878906,0.6450004577636719,0.0800018310546875,0.5200004577636719
29.290000915527344,62.40999984741211,43.76499938964844,-0.3099994659423828,-1.1199989318847656,-0.5250015258789062
29.657499313354492,62.810001373291016,43.994998931884766,0.14499855041503906,0.06999969482421875,0.154998779296875
29.662500381469727,64.01000213623047,44.244998931884766,0.03750038146972656,0.8700027465820312,0.25499725341796875
29.889999389648438,63.939998626708984,44.349998474121094,0.2649993896484375,-0.21000289916992188,0.34999847412109375
29.985000610351562,64.0,44.81999969482422,-0.019998550415039062,0.15000152587890625,0.4650001525878906
29.732500076293945,64.66000366210938,44.5,-0.27249908447265625,0.6500015258789062,-0.25
29.93000030517578,67.77999877929688,44.40999984741211,0.2924995422363281,-2.3300018310546875,0.154998779296875
